ss_item_sk,ss_store_sk,ss_customer_sk,ss_sold_date_sk,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_net_profit
629,24,373,42,4,54.18,116.17012393013465,197.13129470402012,195.37
809,15,342,372,18,57.01,114.19081802921576,822.7453581099194,952.24
47,28,283,72,3,44.12,65.99218027684636,122.50780121159853,126.28
882,10,74,277,7,70.05,146.44253925173663,434.71799209269994,488.94
422,8,187,682,6,95.85,176.2064110157333,511.91491648031734,536.77
87,31,68,473,8,37.11,58.06664530788445,278.39357356155585,277.41
191,30,22,362,10,48.26,94.24145098941109,411.6978368488455,463.06
323,15,206,58,9,40.9,71.35716423457659,331.31699461435034,347.85
433,47,357,502,10,52.35,83.73504686007583,482.5309225344716,506.8
158,41,260,467,3,69.94,167.2872105018845,170.14745390794403,196.93
440,19,261,55,15,76.9,181.33798906087102,956.2078656728571,1050.56
773,33,204,577,7,18.77,37.68530964813672,121.59124307866425,122.94
556,35,479,102,17,94.02,147.61377248139763,1374.8058081313818,1448.41
851,22,135,76,20,34.53,72.84209108032266,577.3819769992045,668.96
977,4,218,636,6,96.57,126.22117176947467,554.686956659748,556.16
729,11,380,640,6,79.49,127.7184106687544,395.31203556073154,434.96
530,10,109,676,3,58.05,113.47143257399314,156.14288369382933,164.23
380,38,149,702,14,73.34,172.7791014779889,902.9891199199393,966.38
677,34,179,343,15,57.92,113.90960205508563,772.3030509464356,853.48
789,34,318,493,4,89.78,188.88744320720647,307.5675721351344,355.83
455,2,476,444,17,90.28,131.6934308769451,1374.625170891088,1462.65
456,10,363,422,18,84.66,186.06712339119795,1354.0705702474331,1411.37
532,8,120,427,7,20.59,26.46466712570566,142.85836393207146,135.27
495,45,201,137,20,26.11,32.890972009766706,519.6147313561402,486.09
973,46,15,494,6,95.01,151.98662229880625,569.4875319864217,543.76
759,18,46,657,11,72.45,110.10318726940174,762.0067517551059,749.82
112,47,67,246,9,37.64,78.3162553446858,275.94740091618473,336.08
360,34,76,351,3,30.61,70.56218806143076,78.1515625599348,83.4
121,17,113,314,11,74.91,111.10106501809436,813.058755057485,798.07
745,25,485,689,12,10.79,21.422424541859442,123.41578800120884,123.36
62,13,129,710,5,97.9,216.22912101327918,426.8265703482651,457.62
808,43,391,141,10,76.43,163.05926596779997,694.5037707060319,735.33
253,23,426,139,10,60.09,106.67652985419424,531.1124944642199,549.96
77,18,308,491,15,50.83,87.16882809509572,631.7359760942912,741.66
906,42,24,241,13,99.8,221.0621353864796,1072.090798847099,1181.52
471,42,235,602,6,22.31,54.8109015985137,133.3386771394111,124.26
982,44,54,469,5,77.48,98.95672722149176,338.21073025553403,377.62
14,40,13,97,10,34.85,49.036224293768704,311.6912742120296,335.32
577,44,276,296,4,50.73,120.68283453580207,168.6843051331272,199.68
202,6,180,175,2,66.09,89.37172809705505,125.76653571927497,126.56
502,8,242,536,20,82.47,186.29781155967126,1557.4020853509571,1586.41
712,6,189,418,12,89.9,136.01705105898432,982.8678190792776,1075.79
651,43,174,663,13,30.9,37.795617314682985,382.36824024923664,388.41
766,27,477,164,13,59.61,111.65911893015527,655.2479469962915,697.84
573,41,412,69,16,82.91,156.465024927698,1315.6280551508382,1274.12
76,45,104,725,16,96.63,167.5663309352621,1345.3185369937648,1516.77
250,8,48,712,10,23.16,32.048468339517875,228.4196935422194,211.16
328,20,246,542,2,46.5,103.51213974806315,78.20947542700564,91.05
21,18,435,593,19,75.83,137.71240764631793,1358.2308249435396,1378.35
232,31,301,624,1,27.71,37.417302590354296,22.56138208725481,26.97
631,30,205,450,17,36.82,46.68991516978177,554.4208746699741,563.44
778,2,360,328,10,85.46,156.01065139199522,756.4368860826602,820.2
600,48,79,402,3,32.64,40.108670655207234,85.07755174396917,88.25
501,18,20,571,5,58.01,107.58850629363553,270.38679011395215,267.28
298,5,125,540,4,47.11,113.5256182165438,182.36574061867762,174.6
252,50,339,360,11,56.39,92.83631785495048,544.91166944809,569.49
61,25,392,103,15,24.53,45.23070053296901,339.8155303198886,350.85
779,14,274,711,17,58.57,76.86581269728161,807.0939895887967,924.24
966,39,324,361,13,25.49,31.51385127133007,316.9291330730384,298.32
527,28,260,479,4,29.25,39.38939030889445,109.04522196611855,113.15
248,15,285,150,20,10.64,23.832973901961495,172.66106274562986,211.52
120,18,309,539,6,10.07,19.961100509122655,49.749895300453446,58.13
588,33,431,617,13,57.7,90.20106631753579,693.4045622693241,741.13
688,25,470,264,20,54.49,129.43178105035372,1003.0460085025009,1050.69
438,3,114,240,14,65.26,122.41291478439989,759.2777972995706,823.55
647,46,85,188,5,69.93,105.70629123545649,294.5379996982335,322.01
140,30,355,39,11,35.96,58.728289627719484,326.89542968856057,375.66
557,41,430,549,11,7.67,13.633928060233352,68.27731027816867,76.48
848,29,255,416,20,43.14,79.07422684605137,815.8039075400675,851.19
483,8,98,11,15,56.94,106.25561911416986,726.6974541688976,835.44
2,3,201,721,17,25.04,43.88765648964492,351.616848999186,404.24
385,23,225,318,11,45.6,84.44176067709991,478.8096043914149,479.7
655,2,221,68,8,43.07,83.4468368608536,334.1586237867921,339.56
223,34,40,306,16,92.21,188.34292339878655,1256.2329374660112,1329.04
871,14,36,362,18,56.38,138.31545817364744,813.156174672781,922.32
687,13,155,705,12,70.89,135.00101173722115,791.5847913110667,783.48
337,26,36,283,18,32.87,78.56388982176932,581.3092193609978,543.38
905,29,200,29,15,94.92,126.00213155836114,1287.6023536076812,1324.36
696,37,262,121,7,22.76,55.87957736769397,139.70455767449172,149.11
661,24,77,268,12,71.14,147.7225612282619,752.43798070943,832.72
53,17,390,189,19,23.06,37.506679330656816,432.26319913340285,424.44
692,46,4,71,1,29.52,59.00149239958494,25.0435366703174,28.94
574,37,261,82,19,80.53,170.63563392144707,1379.8007401702826,1488.27
836,20,456,371,10,27.41,50.57697231712734,236.3095698103672,251.8
606,23,323,78,8,34.64,48.66874359258959,230.34120909706155,254.48
599,49,365,228,13,77.07,180.12023168341008,947.0346737371997,935.16
446,10,276,391,17,20.24,38.826734844383175,299.09358155313646,343.19
469,15,173,611,4,69.92,86.85542254435686,235.0586445456798,252.82
662,49,156,294,12,85.63,191.6284274429538,839.4287003587336,972.23
774,14,408,19,9,53.43,76.84540206105778,417.33105802995027,439.93
902,21,462,455,11,52.91,77.86532623500503,564.123738325174,556.29
409,1,279,368,20,51.39,85.38034550631039,850.0958194989819,942.31
812,38,314,113,13,19.96,30.85022742366545,242.69771872995506,255.12
809,37,420,370,8,85.04,206.75064968230768,653.4871211229788,633.85
166,1,242,64,14,62.2,94.63529072988493,818.9477164440375,794.31
615,14,243,199,20,57.94,98.81791860272334,1135.2860664042746,1133.84
188,31,470,495,2,14.14,34.92536192872205,25.271750750424623,27.98
545,20,141,560,18,80.29,147.96120170042403,1323.7710572830556,1314.14
556,19,149,52,1,38.95,75.56190008626015,31.635484056414597,37.29
529,30,262,157,6,37.5,60.796630110740296,200.8580345210263,209.73
161,2,490,238,4,98.58,176.31526617819057,380.7833811803867,355.76
375,41,120,206,12,33.64,70.38155929200983,343.3506351700704,397.92
285,44,236,557,1,81.23,175.0142935608793,75.77635583044302,73.89
738,15,102,512,14,93.81,120.99447790260558,1191.503416018813,1264.01
22,9,364,713,12,53.05,132.40844456577838,604.2090445660153,593.28
915,7,289,684,10,43.07,63.19656444787205,427.8293207027552,398.84
822,26,479,69,6,88.03,146.02926500927362,494.84368069027295,476.53
449,31,309,523,1,12.56,26.701200325352787,11.465008830458077,12.32
656,45,17,12,1,85.45,198.18918000696067,75.2026006796592,79.46
46,5,480,463,5,35.63,80.46013151053808,154.38665918305725,175.28
560,42,304,39,3,49.16,121.49036792442685,145.37445434360401,136.89
227,27,452,18,7,85.48,180.43711798566957,555.4286375928747,585.54
771,41,10,430,16,6.7,11.812900304762648,101.35427520046399,106.91
132,31,106,592,16,63.59,146.28845921225596,975.5659724157222,1006.85
98,11,375,334,18,28.4,55.95902633421351,497.15497694430564,463.69
724,39,275,460,5,91.97,204.88986839862142,377.9901453318892,417.8
276,23,37,406,5,69.93,139.21549563366665,308.48793737366975,338.62
31,35,343,289,7,51.4,102.15073705072324,325.3224766342239,332.59
820,9,500,641,8,16.58,29.71229514548853,113.84023474113033,128.84
899,8,439,577,19,28.16,37.49767621186362,507.2604087312553,513.94
940,35,13,421,12,31.35,43.10530686130958,344.4553712386178,360.84
507,40,172,513,11,80.88,195.64637418240625,857.4755608742477,866.32
862,39,98,195,2,47.68,96.66177057985382,88.98516670620586,89.2
52,27,395,561,8,79.89,115.15406360636614,529.5098969462671,576.58
523,19,173,166,11,25.39,48.80964478923885,234.9713774492245,273.98
839,29,476,327,19,49.5,115.11498812092438,910.4305341906407,876.24
1000,3,108,564,8,18.76,26.303785507639976,123.63286207054864,140.72
814,49,23,689,14,21.45,29.314967661499605,287.87424325212476,293.22
578,49,323,601,11,11.25,22.58010722406575,119.3171063197353,111.96
682,27,149,659,20,33.23,66.3475498877759,633.1841059649162,650.17
346,25,90,74,1,50.12,83.33739720004485,43.4090650157489,46.2
874,8,205,584,16,90.19,216.5200324453342,1323.0281906562705,1320.85
581,20,59,679,12,77.08,149.41176466117903,742.7913234890358,865.32
446,21,155,509,11,30.1,56.70716938516468,319.93161807314226,317.01
630,33,268,397,20,18.94,42.40751751642679,333.58469920152066,343.04
455,4,433,14,4,87.29,154.48634475250455,322.1262733293795,344.57
426,6,282,41,18,62.68,87.67394514328079,909.878275593385,1016.85
922,30,237,325,7,15.91,22.931278385426037,111.01547709833984,104.35
947,11,321,263,14,23.56,50.7596132642303,283.7420788035323,317.29
445,21,157,468,12,90.79,171.25588613158376,1066.7093616261102,983.67
381,40,124,638,19,14.26,27.036253094096043,242.02013608128726,252.43
683,8,442,315,12,94.53,129.82383531182307,1117.9662896973084,1098.15
149,11,59,166,17,7.0,8.411452605628547,99.76923794261135,115.95
13,1,55,310,16,75.62,122.40334467405494,1193.5013316687973,1185.49
112,49,148,137,6,28.2,57.2166627078263,136.5051983825624,165.17
587,21,113,524,4,51.31,81.02731592732412,164.80453658758321,189.07
421,28,6,622,16,11.72,14.45212911100147,176.85704120521353,178.34
670,14,112,239,4,66.67,164.96398404957048,226.5244692638385,255.94
930,23,358,485,7,89.18,124.20393291332915,594.3302793151734,607.99
858,44,391,423,15,24.14,44.33334740204104,359.7757655641139,328.46
438,23,273,136,6,93.66,161.71208592305723,555.99814911648,534.02
516,4,97,36,4,72.23,178.48852693562645,269.93381386633615,284.95
779,18,81,408,17,46.6,68.71335114459404,780.3698070059609,758.98
505,23,191,75,1,74.54,121.68210708664735,70.92718693459015,69.28
960,11,96,624,13,64.08,145.3781096283575,678.4696512577075,768.47
897,41,4,624,18,89.8,220.94781970718728,1554.547458587117,1481.09
715,2,42,590,19,99.95,229.52467541229296,1719.0302791586066,1798.09
119,30,303,345,16,48.99,84.5417033403378,708.3957141130825,780.81
126,10,42,729,18,46.57,83.15657480477128,790.3821335756145,787.69
111,23,430,387,10,99.39,165.7767125849119,851.9644687074856,920.17
992,39,271,189,16,89.78,141.93246079508663,1302.291810257542,1341.08
971,8,259,15,7,18.82,41.75355964331229,130.70055128836017,125.66
280,43,141,325,20,70.21,125.09114672181846,1176.4976234298863,1313.17
458,7,358,312,6,42.1,97.07507517901495,248.96963976535366,228.22
442,47,191,147,3,23.78,43.941670262343976,57.86218184610258,64.5
287,14,35,649,9,38.8,55.52846896024326,283.2816902182287,323.06
102,10,388,601,17,82.3,126.07074345186881,1171.187952685333,1318.27
200,29,17,671,19,17.48,42.76441072725472,267.9211325917816,324.51
700,39,443,86,12,16.52,34.409535619826684,165.90659754493618,182.74
444,7,180,567,5,19.83,30.355964562381764,82.31973442676569,96.37
770,31,355,304,3,13.27,31.963058328423507,33.10087982800183,39.54
90,45,388,223,4,58.23,82.84489337702476,208.81631345748315,221.44
910,2,319,454,16,7.49,17.305277921757757,113.35226525283265,111.35
379,20,118,412,18,13.88,19.275215448235812,238.5754933128537,245.51
109,36,238,195,9,54.45,73.54873844834141,463.07811337583286,487.89
298,11,418,521,11,17.81,27.233196925364265,190.47787599505045,185.7
157,26,34,500,13,57.24,120.05679868050817,694.3251534553426,678.95
409,39,77,462,12,70.19,148.2684412961071,721.5523740145459,826.57
230,40,436,123,20,9.75,16.672754598148074,157.61846031532687,188.05
969,7,251,35,17,12.79,20.336585441848843,186.54211027605754,215.26
821,31,118,488,16,56.69,90.0818477893279,734.5741646926718,876.03
746,1,66,48,5,16.21,29.979612029499346,68.76228852100893,78.51
82,27,348,233,16,77.96,191.44737878977463,1103.40011936451,1129.63
941,4,426,463,19,34.97,63.72627984685391,608.8601254726074,660.8
972,17,34,703,16,46.26,79.71197820448265,738.8414394163665,730.44
895,36,349,537,2,43.49,82.77282777174312,74.57609854461818,83.05
350,4,462,280,10,30.25,65.13379478173992,287.17422761156143,276.37
228,33,217,573,17,43.38,107.82525045294251,700.2356618812876,726.56
906,12,253,426,11,15.12,26.430774211648068,165.0992496300169,156.62
177,21,430,277,8,95.09,125.45929664401392,679.5013522675418,710.75
91,6,78,389,18,99.28,242.03703826944303,1770.0569452455945,1770.91
868,26,110,306,18,44.17,71.71307400103476,788.8069356531522,744.99
504,32,33,2,11,44.59,70.2566524432122,456.42629395438394,475.2
904,36,94,445,13,52.96,126.69049890610992,583.3157593270929,677.27
369,40,95,544,6,82.6,193.0536855257317,459.78351417299325,455.1
358,6,408,215,1,91.55,156.79236385844382,81.95738876544148,85.43
413,8,260,189,6,36.11,47.95738868673845,200.5004179263761,215.46
967,47,257,479,1,72.37,111.1815777362695,63.87196037056424,67.11
120,11,36,385,12,65.05,157.46609366525013,698.2006552128213,726.86
727,12,17,26,15,64.91,113.3327696775817,800.9162166659613,899.76
625,23,479,160,20,79.94,159.69416274062826,1492.5518088224185,1508.42
798,35,6,173,16,78.91,183.41279740934843,1059.0804957132011,1260.15
529,41,130,698,12,20.2,34.05235471255875,214.9202506427528,225.89
529,20,201,64,18,25.38,45.31603682595318,418.75897554747905,441.58
535,8,163,335,3,42.34,68.60439909446285,104.20533208811219,126.63
814,43,160,484,20,45.7,93.22221035018231,897.780699111427,886.4
190,18,406,141,4,86.14,139.24951569370134,313.99617542265344,310.34
596,14,103,251,13,40.56,90.43748401541914,457.5545334658622,524.49
802,46,185,197,3,47.54,88.43039232723206,139.12481084705502,134.53
23,34,377,277,9,61.08,132.14651381290187,490.8582461475781,538.42
158,33,13,636,5,49.54,115.62224282800189,222.8069853867249,246.18
1,2,486,701,15,75.78,119.00421453270059,995.0429660119034,1031.39
555,7,489,486,9,9.99,15.052206548727634,73.90449889010193,85.39
153,18,454,373,17,37.02,52.187926570688546,517.8720609734366,613.47
710,6,57,530,10,90.43,114.43984461687471,753.979347492673,872.53
963,42,164,137,20,35.97,47.08271956388556,710.9984427171486,692.81
826,45,187,591,3,66.81,157.1964164708451,191.8761426587823,182.64
769,48,243,583,8,22.88,47.3929164239033,155.67123749178631,175.02
930,3,52,479,15,97.78,176.72126139445896,1433.5610897565484,1453.17
338,15,465,202,20,66.12,119.52604264821638,1239.2100869681879,1281.46
618,50,378,625,20,65.21,122.57298528160166,1249.02335010532,1223.23
914,17,328,222,14,74.79,129.41442341276004,927.641422404462,1038.61
57,23,160,349,19,41.2,59.0892080625709,718.4630623452771,759.24
192,21,275,282,19,20.8,25.265243552774322,379.3626372172576,374.42
674,16,416,28,14,81.98,145.03197785534823,993.8838974081486,1091.17
500,38,236,723,9,44.93,68.76648116325214,374.8008111053145,364.56
359,49,196,277,16,79.94,122.76867300320363,1216.7079686404697,1207.04
591,15,127,260,5,34.74,65.73294077830046,156.4636788894074,162.23
62,1,65,182,19,35.32,86.05934987922932,626.1634219029959,631.25
207,5,363,510,15,45.08,106.76686181080613,591.5152037968606,634.96
703,43,323,485,20,37.11,57.27651898301453,716.1479543757582,699.07
916,10,280,708,8,33.55,50.75148192961671,258.8171366775096,259.25
247,30,175,192,8,65.5,112.01699474910671,483.4662505986917,496.26
234,39,34,392,14,53.7,109.31672195226324,617.0348568575702,712.52
624,15,121,131,20,29.97,54.83353589220308,527.0811648765414,572.48
514,18,269,107,3,40.75,90.58679792680186,109.01127023814558,112.69
333,31,157,531,5,37.12,50.25019165285681,161.44664667817506,170.28
54,41,194,233,7,22.06,43.83251102275899,126.86469705628726,145.66
279,12,18,401,17,5.53,6.652545510787641,86.9970445376597,87.72
405,4,29,723,8,62.97,115.31300629584017,460.7107218951341,484.88
347,50,497,7,9,59.78,102.92034853430346,525.6457269650084,525.13
524,9,17,467,15,22.18,36.74932358700653,273.68799575232407,306.25
462,38,215,724,10,58.15,143.10426143410953,478.27556468095264,548.38
266,1,51,499,8,22.71,33.816596732619715,151.16346743105333,166.01
644,21,389,714,3,35.32,56.538977645234574,104.66950030928238,102.65
257,1,359,5,5,29.69,68.8924930948495,127.32869630136402,139.66
889,19,36,120,10,28.19,55.22390121844218,255.3316470001176,269.18
967,27,358,238,8,44.84,69.2181866770653,313.60147332729724,324.65
358,30,96,239,3,89.42,173.02566280292285,225.66309186947973,242.41
175,15,113,127,15,97.73,169.23104017977622,1207.564619693075,1336.08
1000,48,464,714,5,61.79,118.36969691327447,287.8887284449851,295.97
295,19,419,133,11,34.24,70.00842833177528,319.8556318905098,375.56
683,7,162,416,12,82.31,104.00199380208387,833.0748343940198,978.55
870,32,157,406,6,33.59,81.77897598235705,182.47130930269972,197.69
506,6,283,359,16,97.2,161.41363134540953,1266.338617132887,1420.3
728,48,298,463,15,10.15,23.893374005397632,140.05328163184322,147.72
573,32,260,650,18,98.42,230.52175825716964,1452.7226163829057,1755.36
483,40,333,230,17,98.69,197.4408831693771,1642.1823900605,1677.05
756,48,452,610,14,61.63,120.93323653029869,747.0793297644029,825.81
211,21,84,125,16,22.59,28.922931736450145,328.21443098126014,330.04
955,27,271,648,4,16.27,21.40717059089964,63.56723595622982,63.9
76,14,269,441,19,74.02,107.96385439493397,1392.828105125042,1297.69
332,45,345,709,10,59.61,130.9805419585106,565.616817762376,549.32
115,3,466,286,20,23.7,31.504268308589683,416.9247667437402,462.05
913,7,448,7,18,92.24,140.6640752733211,1330.5037019680717,1633.37
757,18,14,234,3,44.12,109.45816214584725,124.3918038615662,130.23
931,36,11,448,13,17.29,34.528577861617336,192.2488029207347,204.78
663,33,76,72,17,60.87,121.1966051344107,947.1367330926904,942.47
833,17,478,295,4,21.11,27.080778555808045,72.88424207268683,79.17
799,27,375,299,1,11.57,28.578814763545772,9.43895271490982,11.46
507,48,419,339,1,62.5,106.34940517364977,60.329333607729474,58.55
79,22,115,189,3,66.51,131.7846708955369,193.28382126898262,184.62
917,48,265,662,9,60.56,84.85298145888775,453.0683969743162,523.48
249,18,457,729,12,71.89,130.96791249124894,856.1664631367025,849.73
456,7,459,609,14,20.8,45.58659245602697,246.5555638886923,269.95
171,29,346,453,4,44.96,104.05275348336981,177.31493323228284,177.9
692,17,450,11,1,56.7,85.2702328370457,48.612556355251215,55.01
681,23,422,678,2,6.18,9.723994896515904,10.954660081757124,11.97
644,43,196,686,9,90.7,217.84256786453327,722.0131964038608,795.32
512,46,161,225,3,51.74,72.6509806219855,127.68221732563265,147.21
754,22,223,300,5,24.3,37.32621727650712,103.52831605266445,114.01
841,24,316,2,7,5.42,8.045256534636744,34.60332456034514,34.42
599,11,71,690,9,95.17,176.95736761523779,819.2076443696161,791.26
379,25,218,206,7,41.69,51.29365001979363,279.7860584943985,290.77
563,4,478,294,2,40.99,90.39584137944459,70.02331352607837,78.46
309,20,209,378,13,96.46,124.10493125890298,1119.3218560499545,1233.71
238,4,7,141,16,67.99,128.05659467230282,914.364232295947,995.61
934,35,137,304,9,59.92,97.74090760810785,512.8491255911258,520.84
835,11,419,633,2,50.15,104.3922798549374,83.080591591821,98.71
992,38,351,281,18,6.92,10.714904469124876,124.34607614249357,120.97
337,28,272,591,1,11.16,26.921788997924818,9.98614386776768,11.03
443,17,463,624,2,26.3,44.43683078355043,45.25147730718036,52.38
413,38,209,700,5,84.33,158.57904558915249,404.4362744002321,384.33
830,30,492,595,17,46.08,69.31076100303285,672.6565162697046,743.14
193,24,243,129,11,63.87,87.31875345151167,687.2515368102371,700.29
793,44,207,35,7,73.85,123.19720784606534,516.2633903911697,481.58
469,21,272,123,19,32.14,80.14633499167591,492.8814244066563,553.79
66,12,134,381,12,34.14,62.72565386473675,366.80663078579477,387.53
840,3,361,59,19,71.24,99.072563771578,1083.9636778741929,1254.51
507,42,390,53,8,20.97,37.20848068548416,151.73651389798962,167.35
491,34,371,241,19,86.46,193.3611928672213,1532.0182156501526,1595.83
722,7,403,378,5,40.44,86.3894915484577,176.34948990533744,183.15
189,16,360,139,8,20.08,34.58504790272483,129.69968926202344,159.7
403,40,491,727,15,90.67,171.37580507956284,1300.031262309072,1262.96
629,37,423,647,7,20.87,27.214918626480195,124.8358078961696,144.83
636,42,388,39,7,34.53,73.71505722711734,197.16880397037136,222.09
713,46,248,148,17,30.72,54.373449637828955,454.3706282113384,487.34
733,14,339,607,7,7.2,16.381711403751396,45.940504972159296,48.92
404,31,120,211,16,71.24,145.21231530109387,1077.4126456214178,1034.92
766,29,21,116,2,64.16,120.53390371657814,123.86397980865567,117.05
822,13,500,120,16,29.91,52.88321206201021,410.50970234997277,474.24
88,35,272,113,16,80.84,197.8248393813084,1229.5017719329985,1195.37
782,24,500,86,15,66.91,112.80578603004724,815.1321014825492,986.89
947,22,312,574,4,53.6,73.994287995025,196.18172468324,213.23
778,16,262,419,4,39.67,52.16212460666942,147.70445312808394,150.35
9,41,408,229,1,57.12,134.36162764630717,47.92046222668191,53.13
605,39,371,370,12,26.08,37.93856775248439,278.47766452649466,291.76
769,45,167,424,1,78.08,95.30308463520964,72.39455578704111,77.94
178,10,435,372,10,85.74,166.18213987068907,824.6360261666988,771.85
49,29,412,89,20,82.48,103.55415755318553,1552.6558819547556,1561.15
88,46,120,647,1,93.99,211.8159911602375,79.40194010421672,91.58
256,23,364,313,6,25.05,37.347518476393,140.92175203419455,145.28
719,22,205,39,9,35.27,78.57955970220858,278.7160900993659,311.66
83,26,113,521,10,88.81,125.65558420103085,766.2981073840739,875.13
983,15,468,636,13,92.37,187.24854328927387,995.0173426595616,1100.86
438,47,378,718,18,82.59,176.307158941023,1366.883086110653,1370.33
470,38,98,595,19,41.09,95.57852260789278,625.2041950148564,706.87
471,5,322,62,4,38.55,93.19712126107756,139.73016331113226,139.26
380,13,354,350,3,44.16,86.00247687720541,123.49075204685023,130.19
374,42,481,206,12,74.44,149.8463714631946,742.2953026244555,809.58
382,16,140,155,20,21.21,43.38849991085959,393.6117347294871,391.47
978,11,367,700,11,5.85,11.069268180219993,51.66736772812797,58.43
419,8,488,641,14,29.99,48.21866260209791,391.14392867767685,400.01
693,12,138,413,19,60.28,127.87762871913009,1065.6475885149384,1134.45
536,38,222,206,9,62.48,137.33514555878835,519.3498882473276,515.67
106,12,364,432,19,59.85,101.16721331156728,1073.9018352238343,1081.31
319,29,207,287,7,84.01,206.57712164841598,563.4444679489866,531.26
760,36,92,554,10,63.72,83.95002251775557,575.3277174786695,593.04
842,11,193,405,7,19.69,43.87434974749201,130.42857355461422,129.06
187,29,81,621,20,11.23,20.170771258367203,188.00077235379223,216.7
571,26,220,20,8,46.21,65.56734146503607,305.2915630092028,358.25
866,4,60,729,13,26.74,38.367315966319154,335.70825903826943,327.13
695,14,160,100,10,98.06,230.81937387671334,866.4035396116377,883.51
512,31,246,639,20,51.37,76.10615522829592,899.73496170315,945.26
279,10,23,677,1,29.87,56.953621445196255,28.97173636340857,29.34
544,27,97,373,13,73.5,154.96819166700567,895.5183189841181,907.12
815,10,67,397,8,6.3,12.510041766275249,41.50807851009004,48.87
203,8,259,483,8,67.51,152.13792804557545,433.44669149743584,499.65
839,11,464,151,12,76.49,98.27905434302782,808.9585105561868,883.08
887,15,89,186,5,73.72,114.79467983548938,346.95760831043873,365.25
17,42,255,302,17,84.74,164.94280189554593,1305.3928306050063,1338.97
902,16,434,150,9,89.37,144.4637791825624,764.7811916552919,756.64
911,2,72,584,17,52.47,70.6256850333946,748.6783582726954,830.29
21,14,301,185,5,19.43,43.41466119255563,88.6532929290085,91.54
39,25,133,219,14,80.99,192.57537060666428,1023.1825070317179,1077.22
596,33,218,414,11,75.33,159.186151046025,804.5658429816048,757.27
251,1,315,463,17,69.85,119.2944414590686,956.8337333796521,1107.05
324,2,255,486,10,94.15,141.450945899339,894.3251778586327,866.19
637,16,441,480,18,83.17,149.47609331513414,1269.4917920256157,1397.93
653,3,292,323,12,61.53,153.49375513772276,687.3177250673257,715.77
932,11,331,273,8,99.75,207.79723978184632,756.3704727883664,783.49
20,26,295,539,7,85.88,189.37407339803917,584.7988524890814,560.73
21,11,166,273,8,25.72,47.54870860674721,168.28801433081918,195.83
848,26,194,258,6,49.97,108.93525498295199,272.9498962798689,286.14
707,25,264,612,14,82.0,116.59184367101429,1090.3439441902765,1124.11
151,31,393,55,17,38.89,84.07861730018774,542.5437156893365,615.91
974,15,410,509,7,45.0,54.702143855407776,296.0237918290772,295.96
728,22,54,343,11,37.0,57.52699231477614,332.8667655581722,380.84
990,35,215,78,9,21.71,53.50227480383615,168.62343504424715,180.16
669,36,88,160,20,33.97,76.12277680305938,648.4390888492653,626.73
652,1,500,112,3,30.39,62.98902181815406,83.45913921835492,82.36
316,47,88,685,12,8.3,15.81648941545162,88.03964925048173,92.66
36,42,383,541,11,52.88,70.94974579715364,538.9737102706512,565.34
366,7,297,503,13,71.53,158.55782641261032,818.087276455611,921.44
427,24,430,565,10,72.35,101.73878845728575,650.2954140032655,677.0
324,35,439,260,18,17.93,29.838446809312835,290.3904720468864,313.67
704,6,197,23,5,9.56,11.750646921098637,39.57806241758591,43.23
488,30,450,507,17,33.67,59.35625941497063,471.80419469089514,548.63
478,26,127,451,6,9.53,16.96652589602632,49.71426945240332,54.77
877,20,371,238,12,68.03,90.80655847482673,764.8255074630491,770.87
456,6,47,410,7,85.89,121.40840679630452,524.0618250246895,600.02
841,15,498,573,11,22.0,37.77688246200219,235.33719733671924,241.58
653,38,103,675,19,66.78,144.5444930122909,1188.787854621794,1209.99
641,30,325,135,15,37.3,67.94855631606968,555.5765747707596,546.72
335,34,380,389,7,12.39,17.166158572458762,69.78701202445964,85.58
586,17,244,683,3,97.64,176.3087751300416,273.56592750943577,288.64
455,38,134,354,11,33.45,50.84230834134531,309.97328595827037,354.51
901,27,154,417,3,14.81,31.1163952937119,41.29134618208249,44.21
409,30,353,160,18,35.8,76.46941988678444,516.3107475870755,604.14
349,24,363,17,9,48.76,72.69131078936165,378.7732666487121,395.19
1,21,187,502,4,90.33,196.0212261873435,309.1181030037886,351.79
65,9,119,492,16,53.29,114.50218761242816,712.1884894784331,805.39
411,34,184,445,16,72.22,110.43796475976292,1068.5365958711268,1081.76
876,38,336,606,12,25.14,32.17576083883036,260.2132055357228,295.22
821,17,451,99,16,12.75,22.306477986619527,180.43668904236796,197.66
635,26,61,707,10,70.44,169.66147674552874,610.8855749841409,670.98
18,36,7,261,4,67.44,105.84221874931491,226.79546913128706,254.44
780,7,1,49,18,26.67,46.45537901210434,464.6522470863311,448.54
643,28,13,253,2,80.08,190.12710566759887,150.09952744951224,155.71
829,45,235,652,12,26.1,37.74293038656616,256.05031362688595,282.87
158,48,44,145,5,50.59,96.0522854114128,214.79252059779367,246.8
809,34,29,123,2,62.86,137.1042843184301,122.34770109519381,116.87
361,50,97,465,18,98.21,242.06989277712404,1451.992198454508,1745.56
951,11,497,434,6,73.88,149.41100581023426,419.64769151528134,399.74
396,5,422,535,9,37.54,72.85535604609339,314.87920044446446,329.49
155,19,275,548,9,17.42,31.252394873170292,129.4959487355055,141.56
147,23,500,200,1,84.74,187.4147714354265,75.07076876858807,82.63
